order_id,payment_sequential,payment_type,payment_installments,payment_value
order_002450,2,credit_card,3,205.19
order_002451,1,voucher,10,87.81
order_002451,2,boleto,10,810.62
order_002452,1,boleto,5,934.75
order_002453,1,credit_card,7,816.18
order_002454,1,credit_card,10,176.52
order_002454,2,credit_card,12,601.83
order_002455,1,credit_card,5,816.47
order_002456,1,credit_card,8,548.12
order_002456,2,credit_card,2,938.92
order_002457,1,credit_card,5,312.17
order_002457,2,credit_card,6,584.68
order_002458,1,boleto,10,552.46
order_002458,2,credit_card,1,500.81
order_002459,1,debit_card,5,313.72
order_002459,2,credit_card,11,156.14
order_002460,1,credit_card,4,87.82
order_002461,1,credit_card,11,310.42
order_002461,2,boleto,3,519.78
order_002462,1,voucher,10,63.5
order_002463,1,boleto,1,520.23
order_002464,1,credit_card,4,396.11
order_002464,2,credit_card,9,502.73
order_002465,1,credit_card,11,320.91
order_002466,1,credit_card,9,715.86
order_002467,1,credit_card,11,499.72
order_002467,2,credit_card,12,704.11
order_002468,1,boleto,2,427.05
order_002469,1,credit_card,9,678.37
order_002469,2,credit_card,7,852.49
order_002470,1,voucher,7,419.73
order_002471,1,credit_card,2,770.39
order_002471,2,credit_card,2,581.08
order_002472,1,boleto,3,523.01
order_002472,2,credit_card,1,235.46
order_002473,1,boleto,12,762.01
order_002473,2,boleto,1,466.15
order_002474,1,boleto,10,665.44
order_002474,2,credit_card,2,128.52
order_002475,1,voucher,4,93.55
order_002475,2,credit_card,4,319.4
order_002476,1,credit_card,7,63.21
order_002476,2,credit_card,2,826.97
order_002477,1,credit_card,7,678.62
order_002478,1,credit_card,4,588.12
order_002478,2,credit_card,3,401.36
order_002479,1,boleto,1,750.95
order_002480,1,boleto,10,739.06
order_002481,1,credit_card,4,802.95
order_002482,1,boleto,1,728.58
order_002482,2,boleto,12,360.26
order_002483,1,boleto,5,388.24
order_002483,2,boleto,11,317.71
order_002484,1,credit_card,1,351.89
order_002484,2,debit_card,10,649.55
order_002485,1,credit_card,3,155.22
order_002486,1,credit_card,12,883.94
order_002486,2,credit_card,1,86.22
order_002487,1,voucher,4,386.21
order_002487,2,credit_card,2,657.99
order_002488,1,credit_card,3,982.63
order_002489,1,credit_card,1,911.28
order_002489,2,credit_card,8,953.9
order_002490,1,boleto,3,90.52
order_002490,2,credit_card,1,264.71
order_002491,1,credit_card,5,601.42
order_002492,1,credit_card,9,805.59
order_002493,1,credit_card,2,822.11
order_002494,1,credit_card,6,306.21
order_002494,2,credit_card,1,872.07
order_002495,1,credit_card,2,448.14
order_002495,2,boleto,1,255.43
order_002496,1,debit_card,2,145.09
order_002496,2,credit_card,10,120.94
order_002497,1,credit_card,12,596.29
order_002498,1,debit_card,2,346.74
order_002498,2,boleto,9,787.15
order_002499,1,debit_card,5,658.2
order_002500,1,debit_card,10,219.16
order_002501,1,credit_card,4,722.33
order_002501,2,credit_card,8,570.98
order_002502,1,credit_card,9,369.21
order_002503,1,credit_card,2,873.25
order_002503,2,credit_card,9,115.73
order_002504,1,boleto,3,120.94
order_002505,1,credit_card,3,252.72
order_002505,2,credit_card,8,922.91
order_002506,1,credit_card,9,526.91
order_002507,1,boleto,8,937.19
order_002507,2,credit_card,5,216.08
order_002508,1,credit_card,12,192.39
order_002508,2,credit_card,3,889.32
order_002509,1,credit_card,7,839.2
order_002509,2,voucher,4,570.54
order_002510,1,boleto,8,31.46
order_002510,2,credit_card,2,685.59
order_002511,1,credit_card,12,828.58
order_002512,1,boleto,5,740.51
order_002512,2,credit_card,3,101.95
order_002513,1,credit_card,2,90.43
order_002513,2,credit_card,4,408.61
order_002514,1,credit_card,4,817.83
order_002514,2,credit_card,6,493.39
order_002515,1,credit_card,7,939.63
order_002516,1,credit_card,6,118.44
order_002516,2,credit_card,1,707.48
order_002517,1,credit_card,12,954.19
order_002518,1,boleto,8,180.37
order_002519,1,credit_card,7,770.34
order_002520,1,credit_card,6,727.37
order_002520,2,credit_card,5,979.13
order_002521,1,credit_card,3,485.14
order_002522,1,credit_card,9,757.37
order_002522,2,boleto,10,513.88
order_002523,1,boleto,7,425.7
order_002524,1,boleto,8,537.96
order_002525,1,credit_card,7,270.34
order_002526,1,voucher,2,151.14
order_002527,1,debit_card,1,510.51
order_002527,2,boleto,3,858.34
order_002528,1,credit_card,11,856.66
order_002528,2,credit_card,9,723.89
order_002529,1,credit_card,9,455.35
order_002530,1,credit_card,11,506.79
order_002530,2,credit_card,3,91.13
order_002531,1,boleto,4,160.51
order_002532,1,boleto,9,861.37
order_002532,2,credit_card,9,806.11
order_002533,1,debit_card,5,725.74
order_002534,1,credit_card,2,144.13
order_002534,2,credit_card,12,324.84
order_002535,1,credit_card,8,314.76
order_002536,1,credit_card,3,452.22
order_002537,1,credit_card,5,73.18
order_002537,2,credit_card,8,300.71
order_002538,1,credit_card,11,861.22
order_002539,1,credit_card,1,389.41
order_002539,2,credit_card,5,92.73
order_002540,1,boleto,11,500.93
order_002540,2,credit_card,8,622.13
order_002541,1,credit_card,9,868.7
order_002542,1,boleto,6,767.9
order_002542,2,credit_card,9,29.44
order_002543,1,credit_card,3,929.23
order_002544,1,credit_card,5,59.87
order_002544,2,boleto,2,705.19
order_002545,1,boleto,7,984.5
order_002545,2,credit_card,11,262.7
order_002546,1,credit_card,4,546.7
order_002547,1,boleto,8,897.27
order_002547,2,credit_card,7,827.3
order_002548,1,credit_card,2,880.15
order_002548,2,credit_card,10,820.02
order_002549,1,credit_card,9,322.87
order_002550,1,credit_card,12,829.73
order_002550,2,credit_card,4,783.35
order_002551,1,credit_card,5,942.96
order_002552,1,credit_card,4,288.33
order_002552,2,credit_card,5,497.11
order_002553,1,credit_card,9,922.07
order_002553,2,credit_card,10,928.83
order_002554,1,credit_card,4,456.26
order_002555,1,credit_card,11,260.64
order_002556,1,credit_card,7,420.0
order_002557,1,boleto,8,674.37
order_002558,1,credit_card,11,95.56
order_002558,2,credit_card,6,570.03
order_002559,1,credit_card,10,55.81
order_002560,1,debit_card,8,456.03
order_002560,2,voucher,12,955.14
order_002561,1,voucher,10,658.3
order_002561,2,credit_card,8,948.27
order_002562,1,boleto,9,934.48
order_002562,2,credit_card,10,846.57
order_002563,1,credit_card,6,845.93
order_002564,1,credit_card,3,544.32
order_002564,2,credit_card,5,288.72
order_002565,1,boleto,7,278.43
order_002565,2,credit_card,1,239.49
order_002566,1,boleto,7,44.23
order_002566,2,debit_card,3,71.18
order_002567,1,credit_card,12,485.56
order_002568,1,credit_card,1,147.37
order_002568,2,credit_card,8,813.42
order_002569,1,credit_card,12,25.15
order_002570,1,debit_card,4,145.53
order_002571,1,credit_card,8,904.44
order_002572,1,voucher,12,445.26
order_002573,1,boleto,5,382.7
order_002573,2,boleto,4,529.48
order_002574,1,credit_card,12,600.08
order_002574,2,debit_card,11,128.43
order_002575,1,credit_card,11,531.8
order_002575,2,credit_card,7,367.77
order_002576,1,voucher,8,578.91
order_002577,1,credit_card,7,47.67
order_002577,2,boleto,11,21.41
order_002578,1,credit_card,1,814.95
order_002579,1,credit_card,12,615.66
order_002580,1,debit_card,3,220.08
order_002581,1,boleto,11,220.84
order_002582,1,credit_card,6,81.43
order_002582,2,credit_card,10,224.97
order_002583,1,boleto,3,673.58
order_002584,1,credit_card,1,650.42
order_002584,2,debit_card,10,553.57
order_002585,1,boleto,8,959.61
order_002585,2,credit_card,6,690.73
order_002586,1,credit_card,10,964.64
order_002586,2,credit_card,4,779.28
order_002587,1,boleto,10,73.81
order_002587,2,credit_card,6,180.02
order_002588,1,credit_card,5,248.47
order_002588,2,boleto,2,464.11
order_002589,1,credit_card,2,921.62
order_002590,1,credit_card,3,824.91
order_002590,2,credit_card,2,714.52
order_002591,1,boleto,11,528.46
order_002591,2,voucher,2,814.59
order_002592,1,credit_card,3,465.32
order_002592,2,credit_card,8,607.3
order_002593,1,credit_card,6,423.36
order_002593,2,credit_card,1,609.68
order_002594,1,boleto,4,473.32
order_002595,1,voucher,9,668.96
order_002596,1,credit_card,5,127.25
order_002596,2,credit_card,5,986.07
order_002597,1,boleto,6,995.26
order_002598,1,credit_card,11,371.09
order_002598,2,boleto,4,598.77
order_002599,1,credit_card,7,699.05
order_002599,2,voucher,8,998.25
order_002600,1,credit_card,10,649.78
order_002601,1,credit_card,7,113.69
order_002602,1,credit_card,9,127.4
order_002602,2,credit_card,11,402.31
order_002603,1,credit_card,8,529.24
order_002604,1,boleto,1,360.13
order_002605,1,credit_card,1,465.59
order_002605,2,debit_card,7,600.12
order_002606,1,voucher,3,988.83
order_002607,1,boleto,1,731.57
order_002607,2,boleto,2,188.7
order_002608,1,debit_card,4,354.49
order_002608,2,credit_card,1,548.86
order_002609,1,boleto,11,547.79
order_002609,2,boleto,7,60.09
order_002610,1,credit_card,8,418.94
order_002610,2,boleto,4,265.49
order_002611,1,boleto,3,949.45
order_002611,2,credit_card,9,108.52
order_002612,1,credit_card,1,793.33
order_002613,1,credit_card,10,394.95
order_002614,1,voucher,10,465.79
order_002614,2,credit_card,10,587.71
order_002615,1,credit_card,8,760.21
order_002616,1,credit_card,3,970.8
order_002617,1,credit_card,11,218.33
order_002618,1,credit_card,3,361.19
order_002618,2,credit_card,3,528.56
order_002619,1,credit_card,5,759.05
order_002619,2,credit_card,8,858.2
order_002620,1,boleto,4,573.07
order_002621,1,boleto,10,84.97
order_002621,2,boleto,10,592.42
order_002622,1,credit_card,2,877.66
order_002622,2,voucher,6,252.65
order_002623,1,credit_card,6,424.03
order_002623,2,voucher,1,290.26
order_002624,1,credit_card,11,661.39
order_002625,1,credit_card,4,974.47
order_002625,2,boleto,4,126.23
order_002626,1,credit_card,7,867.73
order_002626,2,credit_card,9,723.64
order_002627,1,credit_card,2,736.29
order_002627,2,credit_card,5,185.73
order_002628,1,credit_card,10,427.23
order_002628,2,debit_card,6,236.47
order_002629,1,debit_card,6,890.49
order_002629,2,credit_card,3,399.88
order_002630,1,credit_card,1,110.94
order_002631,1,credit_card,6,656.75
order_002632,1,boleto,11,604.81
order_002632,2,credit_card,10,515.85
order_002633,1,boleto,5,498.78
order_002633,2,voucher,12,132.96
order_002634,1,credit_card,3,100.68
order_002634,2,credit_card,4,82.35
order_002635,1,credit_card,6,574.06
order_002635,2,credit_card,8,547.92
order_002636,1,credit_card,6,137.21
order_002636,2,credit_card,1,713.66
order_002637,1,credit_card,1,133.99
order_002637,2,boleto,10,174.68
order_002638,1,credit_card,8,210.02
order_002639,1,credit_card,11,340.54
order_002639,2,credit_card,1,309.61
order_002640,1,boleto,2,700.96
order_002640,2,voucher,10,128.33
order_002641,1,credit_card,10,435.42
order_002641,2,voucher,10,802.86
order_002642,1,credit_card,6,249.45
order_002642,2,credit_card,2,287.16
order_002643,1,credit_card,11,628.9
order_002643,2,credit_card,4,692.28
order_002644,1,credit_card,1,846.72
order_002645,1,credit_card,9,123.77
order_002645,2,credit_card,2,846.53
order_002646,1,credit_card,5,970.99
order_002647,1,credit_card,4,972.96
order_002648,1,debit_card,9,743.0
order_002648,2,debit_card,9,190.26
order_002649,1,boleto,8,608.23
order_002650,1,credit_card,1,432.36
order_002650,2,credit_card,2,820.49
order_002651,1,debit_card,11,155.91
order_002652,1,credit_card,8,695.66
order_002652,2,credit_card,4,371.94
order_002653,1,credit_card,5,849.72
order_002653,2,boleto,12,115.29
order_002654,1,credit_card,4,888.32
order_002655,1,credit_card,1,626.47
order_002655,2,credit_card,7,595.39
order_002656,1,credit_card,10,987.78
order_002657,1,credit_card,1,57.09
order_002657,2,credit_card,9,720.3
order_002658,1,boleto,9,161.42
order_002658,2,boleto,10,757.53
order_002659,1,boleto,12,814.99
order_002659,2,credit_card,12,655.8
order_002660,1,credit_card,7,291.77
order_002660,2,credit_card,2,648.59
order_002661,1,credit_card,7,891.75
order_002661,2,credit_card,3,877.04
order_002662,1,credit_card,9,754.1
order_002663,1,credit_card,9,921.54
order_002664,1,debit_card,2,961.5
order_002665,1,credit_card,12,762.1
order_002665,2,credit_card,12,297.95
order_002666,1,boleto,10,729.53
order_002666,2,credit_card,6,161.01
order_002667,1,credit_card,4,632.02
order_002668,1,boleto,4,31.09
order_002668,2,credit_card,6,720.79
order_002669,1,voucher,7,804.97
order_002669,2,credit_card,4,487.82
order_002670,1,credit_card,12,96.73
order_002671,1,boleto,2,860.08
order_002671,2,boleto,8,424.59
order_002672,1,credit_card,8,567.3
order_002673,1,boleto,9,188.65
order_002673,2,credit_card,12,273.05
order_002674,1,credit_card,2,891.69
order_002675,1,credit_card,10,119.19
order_002675,2,credit_card,7,992.73
order_002676,1,credit_card,9,927.17
order_002676,2,debit_card,8,876.02
order_002677,1,credit_card,2,23.59
order_002677,2,voucher,9,520.57
order_002678,1,credit_card,12,626.27
order_002678,2,voucher,3,297.48
order_002679,1,credit_card,6,443.03
order_002679,2,boleto,1,298.93
order_002680,1,credit_card,8,382.26
order_002680,2,credit_card,10,610.99
order_002681,1,credit_card,1,829.78
order_002682,1,credit_card,3,314.66
order_002682,2,boleto,10,877.33
order_002683,1,voucher,10,101.09
order_002683,2,credit_card,12,744.68
order_002684,1,boleto,10,432.47
order_002684,2,credit_card,2,397.76
order_002685,1,boleto,12,747.72
order_002686,1,credit_card,8,341.36
order_002686,2,credit_card,10,870.99
order_002687,1,credit_card,4,173.75
order_002688,1,credit_card,5,390.88
order_002688,2,credit_card,10,911.58
order_002689,1,credit_card,4,432.87
order_002690,1,credit_card,11,245.48
order_002691,1,credit_card,4,629.21
order_002691,2,voucher,2,564.77
order_002692,1,credit_card,1,437.26
order_002693,1,boleto,10,512.91
order_002693,2,credit_card,7,609.94
order_002694,1,credit_card,4,350.47
order_002695,1,boleto,2,877.03
order_002695,2,credit_card,12,403.8
order_002696,1,credit_card,6,944.27
order_002696,2,credit_card,6,490.77
order_002697,1,debit_card,4,481.81
order_002697,2,credit_card,12,937.12
order_002698,1,credit_card,12,778.79
order_002698,2,boleto,5,440.21
order_002699,1,credit_card,10,220.36
order_002700,1,credit_card,4,544.93
order_002700,2,credit_card,5,148.9
order_002701,1,boleto,9,994.79
order_002702,1,credit_card,3,111.1
order_002702,2,debit_card,9,385.25
order_002703,1,boleto,9,666.77
order_002703,2,credit_card,8,969.75
order_002704,1,credit_card,1,848.44
order_002705,1,credit_card,2,843.77
order_002706,1,credit_card,5,537.11
order_002707,1,credit_card,12,960.19
order_002708,1,credit_card,1,615.72
order_002709,1,boleto,7,364.71
order_002709,2,credit_card,6,684.26
order_002710,1,credit_card,4,306.71
order_002711,1,credit_card,9,928.84
order_002712,1,credit_card,11,955.97
order_002712,2,credit_card,11,27.72
order_002713,1,credit_card,11,447.86
order_002713,2,credit_card,12,837.62
order_002714,1,credit_card,10,389.15
order_002715,1,credit_card,6,614.04
order_002715,2,credit_card,9,285.21
order_002716,1,credit_card,9,146.14
order_002716,2,credit_card,1,682.46
order_002717,1,credit_card,10,651.74
order_002717,2,credit_card,6,237.27
order_002718,1,credit_card,2,871.04
order_002718,2,credit_card,5,384.08
order_002719,1,credit_card,6,340.06
order_002720,1,credit_card,10,920.45
order_002721,1,credit_card,8,336.64
order_002721,2,credit_card,12,979.9
order_002722,1,boleto,12,185.52
order_002723,1,credit_card,3,997.49
order_002724,1,credit_card,1,330.24
order_002725,1,credit_card,1,92.84
order_002725,2,credit_card,6,71.4
order_002726,1,credit_card,1,871.54
order_002727,1,credit_card,2,713.61
order_002727,2,credit_card,4,541.28
order_002728,1,credit_card,6,206.27
order_002728,2,credit_card,4,153.14
order_002729,1,credit_card,5,332.85
order_002729,2,credit_card,9,838.91
order_002730,1,credit_card,8,809.0
order_002731,1,credit_card,11,929.31
order_002731,2,credit_card,11,257.27
order_002732,1,credit_card,12,749.99
order_002732,2,credit_card,10,773.46
order_002733,1,credit_card,5,301.68
order_002734,1,credit_card,9,210.69
order_002735,1,boleto,10,554.4
order_002736,1,credit_card,4,821.48
order_002736,2,voucher,11,469.09
order_002737,1,credit_card,4,666.1
order_002738,1,credit_card,10,639.49
order_002738,2,voucher,10,239.86
order_002739,1,credit_card,3,42.58
order_002739,2,credit_card,3,263.75
order_002740,1,credit_card,11,677.44
order_002741,1,credit_card,3,249.98
order_002741,2,credit_card,4,382.08
order_002742,1,boleto,1,246.35
order_002743,1,credit_card,10,105.92
order_002744,1,voucher,6,596.34
order_002744,2,debit_card,7,791.29
order_002745,1,boleto,12,583.78
order_002746,1,credit_card,11,25.11
order_002746,2,debit_card,6,844.58
order_002747,1,credit_card,10,116.11
order_002748,1,boleto,11,611.97
order_002749,1,credit_card,5,466.86
order_002749,2,credit_card,2,296.61
order_002750,1,debit_card,5,308.53
order_002750,2,boleto,12,592.58
order_002751,1,credit_card,7,604.82
order_002751,2,credit_card,12,927.43
order_002752,1,boleto,7,751.6
order_002753,1,credit_card,8,658.45
order_002753,2,credit_card,10,771.76
order_002754,1,credit_card,11,68.37
order_002755,1,boleto,5,996.74
order_002755,2,credit_card,3,973.11
order_002756,1,credit_card,3,452.09
order_002757,1,credit_card,2,986.25
order_002757,2,credit_card,2,620.25
order_002758,1,credit_card,11,986.24
order_002758,2,credit_card,6,383.23
order_002759,1,credit_card,10,182.39
order_002760,1,credit_card,12,821.92
order_002760,2,credit_card,6,235.68
order_002761,1,voucher,3,603.76
order_002761,2,credit_card,3,723.47
order_002762,1,boleto,10,783.53
order_002762,2,debit_card,3,86.19
order_002763,1,credit_card,11,874.71
order_002764,1,credit_card,12,890.78
order_002764,2,credit_card,6,327.03
order_002765,1,credit_card,3,771.47
order_002765,2,boleto,12,429.04
order_002766,1,credit_card,7,650.86
order_002766,2,credit_card,1,803.2
order_002767,1,credit_card,4,193.63
order_002767,2,boleto,5,982.87
order_002768,1,credit_card,2,697.03
order_002769,1,credit_card,3,177.39
order_002770,1,credit_card,9,595.78
order_002770,2,credit_card,8,564.53
order_002771,1,credit_card,6,366.85
order_002771,2,credit_card,5,129.25
order_002772,1,boleto,1,543.96
order_002773,1,credit_card,2,76.85
order_002773,2,credit_card,9,774.02
order_002774,1,credit_card,12,500.53
order_002774,2,debit_card,8,635.56
order_002775,1,credit_card,10,636.69
order_002775,2,credit_card,5,267.82
order_002776,1,boleto,7,967.43
order_002777,1,boleto,2,259.02
order_002777,2,credit_card,10,132.8
order_002778,1,boleto,6,779.29
order_002778,2,credit_card,12,784.83
order_002779,1,credit_card,12,463.54
order_002780,1,credit_card,7,945.85
order_002780,2,credit_card,4,658.35
order_002781,1,boleto,6,689.0
order_002781,2,credit_card,4,28.33
order_002782,1,boleto,2,308.06
order_002783,1,credit_card,4,195.0
order_002784,1,boleto,7,136.99
order_002784,2,credit_card,4,312.85
order_002785,1,credit_card,3,177.95
order_002785,2,credit_card,8,647.24
order_002786,1,credit_card,8,343.43
order_002786,2,boleto,1,841.49
order_002787,1,credit_card,5,726.04
order_002788,1,debit_card,8,100.09
order_002789,1,debit_card,6,529.22
order_002789,2,credit_card,1,289.83
order_002790,1,boleto,1,548.83
order_002790,2,credit_card,5,673.04
order_002791,1,debit_card,6,303.34
order_002792,1,boleto,6,611.04
order_002793,1,credit_card,11,483.34
order_002794,1,boleto,12,928.46
order_002795,1,credit_card,8,566.41
order_002796,1,credit_card,10,261.14
order_002797,1,credit_card,4,521.1
order_002797,2,credit_card,9,735.88
order_002798,1,boleto,2,536.77
order_002799,1,credit_card,7,384.71
order_002800,1,credit_card,6,51.15
order_002801,1,credit_card,4,689.94
order_002801,2,credit_card,1,593.19
order_002802,1,boleto,9,748.84
order_002803,1,credit_card,12,382.12
order_002803,2,boleto,5,128.41
order_002804,1,credit_card,8,806.93
order_002805,1,credit_card,9,755.92
order_002806,1,credit_card,8,224.84
order_002807,1,boleto,4,752.71
order_002808,1,boleto,7,793.51
order_002808,2,boleto,8,847.79
order_002809,1,credit_card,10,910.14
order_002810,1,credit_card,7,745.47
order_002811,1,credit_card,3,168.78
order_002812,1,boleto,10,490.0
order_002813,1,credit_card,12,946.57
order_002814,1,credit_card,2,743.1
order_002814,2,boleto,9,776.83
order_002815,1,credit_card,12,814.48
order_002815,2,credit_card,1,204.46
order_002816,1,credit_card,7,880.35
order_002816,2,credit_card,5,859.02
order_002817,1,debit_card,6,251.13
order_002817,2,credit_card,9,574.16
order_002818,1,boleto,3,429.61
order_002819,1,credit_card,4,710.05
order_002819,2,voucher,4,787.98
order_002820,1,credit_card,4,826.33
order_002821,1,credit_card,7,964.63
order_002822,1,debit_card,2,371.3
order_002823,1,credit_card,7,258.65
order_002823,2,credit_card,9,469.73
order_002824,1,boleto,4,530.6
order_002824,2,credit_card,6,47.42
order_002825,1,debit_card,9,447.65
order_002825,2,boleto,4,408.64
order_002826,1,credit_card,6,722.2
order_002827,1,credit_card,10,149.07
order_002828,1,credit_card,2,859.93
order_002829,1,boleto,8,563.89
order_002829,2,boleto,1,468.92
order_002830,1,credit_card,11,488.53
order_002831,1,credit_card,2,612.08
order_002831,2,voucher,11,947.98
order_002832,1,credit_card,3,241.34
order_002832,2,credit_card,11,831.61
order_002833,1,credit_card,2,455.43
order_002833,2,credit_card,9,592.28
order_002834,1,credit_card,9,715.2
order_002834,2,debit_card,11,256.82
order_002835,1,credit_card,8,956.85
order_002836,1,voucher,11,746.37
order_002836,2,boleto,11,514.03
order_002837,1,boleto,3,362.16
order_002837,2,credit_card,8,842.15
order_002838,1,debit_card,7,277.68
order_002838,2,credit_card,5,510.2
order_002839,1,boleto,9,609.92
order_002839,2,voucher,9,550.76
order_002840,1,boleto,11,82.35
order_002840,2,credit_card,10,805.03
order_002841,1,credit_card,11,201.2
order_002842,1,credit_card,7,59.56
order_002842,2,credit_card,6,195.84
order_002843,1,credit_card,5,800.01
order_002844,1,boleto,1,803.93
order_002844,2,boleto,10,732.62
order_002845,1,credit_card,7,568.57
order_002846,1,credit_card,5,678.04
order_002846,2,credit_card,7,385.76
order_002847,1,voucher,12,481.3
order_002847,2,boleto,3,786.11
order_002848,1,voucher,1,624.93
order_002849,1,credit_card,2,240.99
order_002849,2,credit_card,1,471.07
order_002850,1,credit_card,3,837.0
order_002850,2,boleto,4,804.54
order_002851,1,boleto,6,895.33
order_002852,1,credit_card,6,694.92
order_002853,1,boleto,1,123.47
order_002854,1,boleto,10,33.23
order_002854,2,credit_card,11,960.8
order_002855,1,debit_card,9,956.5
order_002855,2,credit_card,4,641.85
order_002856,1,credit_card,11,640.33
order_002857,1,boleto,9,494.22
order_002858,1,boleto,10,671.09
order_002859,1,credit_card,5,49.46
order_002860,1,credit_card,2,786.0
order_002861,1,credit_card,2,144.03
order_002862,1,boleto,11,631.23
order_002862,2,credit_card,4,887.35
order_002863,1,credit_card,3,62.65
order_002863,2,boleto,4,360.62
order_002864,1,credit_card,2,409.2
order_002864,2,boleto,12,39.39
order_002865,1,credit_card,5,24.43
order_002866,1,credit_card,6,658.67
order_002867,1,credit_card,6,998.46
order_002868,1,credit_card,9,144.39
order_002869,1,credit_card,7,613.96
order_002869,2,debit_card,11,126.24
order_002870,1,credit_card,4,220.78
order_002870,2,credit_card,10,730.96
order_002871,1,credit_card,1,231.81
order_002872,1,credit_card,11,167.15
order_002872,2,credit_card,7,960.71
order_002873,1,boleto,4,115.09
order_002874,1,credit_card,3,463.22
order_002874,2,credit_card,9,342.83
order_002875,1,credit_card,11,81.92
order_002875,2,credit_card,7,277.53
order_002876,1,credit_card,8,291.63
order_002877,1,credit_card,8,779.19
order_002877,2,credit_card,9,815.0
order_002878,1,credit_card,12,132.59
order_002878,2,credit_card,3,85.33
order_002879,1,boleto,8,640.43
order_002879,2,credit_card,6,316.59
order_002880,1,credit_card,4,677.5
order_002880,2,credit_card,7,636.77
order_002881,1,credit_card,2,309.66
order_002881,2,credit_card,2,905.08
order_002882,1,boleto,11,425.6
order_002882,2,credit_card,3,916.85
order_002883,1,credit_card,1,910.75
order_002884,1,boleto,10,36.83
order_002885,1,debit_card,12,350.13
order_002885,2,credit_card,9,155.48
order_002886,1,credit_card,10,886.08
order_002886,2,credit_card,9,933.23
order_002887,1,voucher,10,89.73
order_002887,2,credit_card,3,34.74
order_002888,1,boleto,3,154.59
order_002889,1,credit_card,7,973.91
order_002889,2,credit_card,6,297.21
order_002890,1,credit_card,4,868.66
order_002890,2,boleto,10,554.13
order_002891,1,credit_card,5,933.96
order_002892,1,credit_card,8,986.9
order_002893,1,boleto,11,73.61
order_002894,1,credit_card,1,180.76
order_002895,1,credit_card,12,891.27
order_002896,1,boleto,11,424.93
order_002896,2,boleto,11,391.76
order_002897,1,credit_card,6,737.83
order_002897,2,credit_card,4,633.91
order_002898,1,credit_card,4,587.41
order_002898,2,credit_card,11,769.99
order_002899,1,credit_card,7,773.08
order_002900,1,credit_card,8,891.17
order_002901,1,boleto,11,211.19
order_002901,2,debit_card,11,529.9
order_002902,1,credit_card,4,699.94
order_002902,2,boleto,12,554.95
order_002903,1,credit_card,9,920.93
order_002903,2,boleto,1,797.91
order_002904,1,debit_card,12,821.92
order_002905,1,credit_card,3,331.88
order_002906,1,credit_card,5,483.74
order_002906,2,credit_card,1,770.82
order_002907,1,credit_card,6,614.3
order_002908,1,boleto,1,255.79
order_002909,1,voucher,4,506.08
order_002910,1,credit_card,3,87.8
order_002910,2,credit_card,4,494.28
order_002911,1,credit_card,10,783.2
order_002912,1,credit_card,4,806.22
order_002912,2,boleto,12,797.07
order_002913,1,boleto,4,646.6
order_002913,2,debit_card,7,552.33
order_002914,1,credit_card,7,313.39
order_002915,1,credit_card,7,985.43
order_002916,1,debit_card,5,901.12
order_002916,2,credit_card,2,823.66
order_002917,1,credit_card,3,749.75
order_002917,2,boleto,4,836.3
order_002918,1,credit_card,3,313.46
order_002919,1,boleto,3,978.97
order_002920,1,credit_card,2,260.29
order_002921,1,credit_card,4,431.13
order_002921,2,boleto,10,243.32
order_002922,1,credit_card,7,56.02
order_002923,1,credit_card,3,850.68
order_002924,1,credit_card,2,213.64
order_002924,2,boleto,11,981.31
order_002925,1,credit_card,6,907.86
order_002926,1,boleto,8,42.76
order_002927,1,credit_card,4,673.24
order_002928,1,credit_card,2,118.75
order_002928,2,credit_card,11,540.08
order_002929,1,credit_card,6,303.78
order_002929,2,credit_card,1,65.97
order_002930,1,credit_card,12,492.39
order_002930,2,voucher,7,527.88
order_002931,1,boleto,11,423.62
order_002931,2,credit_card,12,851.37
order_002932,1,boleto,8,117.65
order_002933,1,boleto,7,319.41
order_002934,1,credit_card,9,125.61
order_002935,1,credit_card,4,969.45
order_002935,2,credit_card,2,878.65
order_002936,1,boleto,1,66.62
order_002936,2,credit_card,2,179.27
order_002937,1,credit_card,4,90.12
order_002938,1,voucher,8,958.55
order_002939,1,credit_card,11,940.98
order_002940,1,credit_card,10,259.88
order_002940,2,credit_card,1,727.46
order_002941,1,credit_card,2,264.64
order_002941,2,credit_card,8,561.95
order_002942,1,credit_card,2,657.25
order_002942,2,boleto,4,128.09
order_002943,1,boleto,11,593.17
order_002943,2,credit_card,6,235.45
order_002944,1,credit_card,12,457.57
order_002945,1,credit_card,3,24.84
order_002946,1,credit_card,2,448.29
order_002947,1,credit_card,7,919.98
order_002947,2,credit_card,1,809.98
order_002948,1,credit_card,12,88.82
order_002948,2,boleto,5,841.74
order_002949,1,credit_card,8,353.8
order_002949,2,boleto,3,502.89
order_002950,1,boleto,6,24.84
order_002951,1,credit_card,9,845.87
order_002952,1,credit_card,6,519.6
order_002953,1,credit_card,1,460.1
order_002954,1,credit_card,7,85.55
order_002955,1,voucher,6,853.13
order_002956,1,debit_card,6,294.89
order_002956,2,credit_card,12,163.31
order_002957,1,credit_card,12,547.33
order_002958,1,credit_card,4,585.58
order_002958,2,credit_card,11,512.33
order_002959,1,credit_card,8,162.09
order_002960,1,credit_card,12,180.79
order_002961,1,boleto,1,622.88
order_002962,1,credit_card,5,930.84
